_id,id,title,type,year,province,district,commune,project_budget_KHR,project_completion_cost_KHR,awarded_tenderer,environmental_impact,contract_id,view_detail,reference,last_update
94,94,Laterite Pavement Road,Road,2019,Svay Rieng,Chantrea,Chres,"178,970,199",Not found,Not found,Not found,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b698470f-52e5-42c8-9224-ac7d00a861d4,PID__02.12.2020.pdf,2021-01-29T00:00:00
95,95,Mountain Sand Pavement Road Repair and Culvert,Road,2014,Svay Rieng,Chantrea,Me Sar Thngak,"54,218,899","58,302,200",Mey Sombath,Not required,200105/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=82fedb27-774d-426d-8ffa-a331011437d1,PID__02.12.2020.pdf,2021-01-29T00:00:00
96,96,Mountain Sand Pavement Road Repair and Culvert,Road,2015,Svay Rieng,Chantrea,Me Sar Thngak,"65,315,906","55,955,142",Chum Sorphorn,Not required,200105/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=2adf8199-8c3e-4761-83eb-a4b200b95e8c,PID__02.12.2020.pdf,2021-01-29T00:00:00
97,97,Mountain Sand Pavement Road Repair and Culvert,Road,2016,Svay Rieng,Chantrea,Me Sar Thngak,"73,342,895","67,466,300",Mey Sombath,Not required,200105/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c4ac1369-2089-4665-892e-a69401007460,PID__02.12.2020.pdf,2021-01-29T00:00:00
98,98,Mountain Sand Pavement Road Repair,Road,2017,Svay Rieng,Chantrea,Me Sar Thngak,"186,210,294","54,735,750",Heam Sopheap,Not required,200105/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cd8b2267-199d-4b1d-b705-a7a1009ba101,PID__02.12.2020.pdf,2021-01-29T00:00:00
99,99,Mountain Sand Pavement Road Repair,Road,2018,Svay Rieng,Chantrea,Me Sar Thngak,"113,061,445","69,168,000",Ngoun Saly,Not required,200105/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=11fa7f78-fb98-4671-a468-a92600f15015,PID__02.12.2020.pdf,2021-01-29T00:00:00
100,100,Mountain Sand Pavement Road and culvert,Road,2019,Svay Rieng,Chantrea,Me Sar Thngak,"120,957,203","83,000,000",Hak Heng,Not required,200105/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7c627c0d-91cb-4ff0-904c-ac0800a3860e,PID__02.12.2020.pdf,2021-01-29T00:00:00
101,101,Mountain Sand Pavement Road Repair and Culvert,Road,2014,Svay Rieng,Chantrea,Prey Kokir,"100,509,940","102,520,000",Neang Sorn,Not required,200108/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b48851a4-f638-4d16-9754-a3310110f44a,PID__02.12.2020.pdf,2021-01-29T00:00:00
102,102,Mountain Sand Pavement Road Repair,Road,2015,Svay Rieng,Chantrea,Prey Kokir,"76,137,033","61,528,500",So Savoeun,Not required,200108/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8f6732db-aeb8-4ed5-9bed-a4b200bce27b,PID__02.12.2020.pdf,2021-01-29T00:00:00
103,103,Mountain Sand Road Repair,Road,2016,Svay Rieng,Chantrea,Prey Kokir,"187,612,464","49,651,140",So Chanra,Not required,200108/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=57573121-d671-4bc5-9407-a66300b31136,PID__02.12.2020.pdf,2021-01-29T00:00:00
104,104,Mountain Sand Pavement Road Repair and Culvert,Road,2017,Svay Rieng,Chantrea,Prey Kokir,"160,004,751","72,837,879",So Sokphara,Not required,200108/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3579ff91-8926-47cc-854e-a7a1009ea284,PID__02.12.2020.pdf,2021-01-29T00:00:00
105,105,Mountain Sand Pavement Road Repair,Road,2018,Svay Rieng,Chantrea,Prey Kokir,"76,820,416","167,011,564",Chev Sambath,Not required,200108/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=684f021c-73c5-467c-a680-a92600f414f9,PID__02.12.2020.pdf,2021-01-29T00:00:00
106,106,Laterite Pavement Road,Road,2019,Svay Rieng,Chantrea,Prey Kokir,"152,064,872","77,925,000",So Savoeun,Not required,200108/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=176ff649-0182-42d2-af13-ac7d00a4b50d,PID__02.12.2020.pdf,2021-01-29T00:00:00
107,107,Canal Rehabilitation,Canal,2014,Svay Rieng,Chantrea,Samraong,"93,847,162","68,829,600",Kim Sovanna,Not required,200109/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7fe644cf-b75c-46d7-9a96-a331010a1f3f,PID__02.12.2020.pdf,2021-01-29T00:00:00
108,108,Canal Rehabilitation and Culvert,Canal,2015,Svay Rieng,Chantrea,Samraong,"50,829,280","51,000,051",Kim Sovanna,Not required,200109/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0e1c51e2-43e3-4610-ba51-a4b200b07da3,PID__02.12.2020.pdf,2021-01-29T00:00:00
109,109,Mountain Sand Pavement Road Repairand Culvert,Road,2016,Svay Rieng,Chantrea,Samraong,"57,305,512","57,630,000",Nheam Sotheavuth,Not required,200109/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=256ee25e-1e38-4b48-91fe-a694009a3a0a,PID__02.12.2020.pdf,2021-01-29T00:00:00
110,110,Mountain Sand Pavement Road,Road,2017,Svay Rieng,Chantrea,Samraong,"154,910,000","26,311,560",Um Vannak,Not required,200109/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4181b27f-3efa-4273-8025-a7fc009e3875,PID__02.12.2020.pdf,2021-01-29T00:00:00
111,111,Mountain Sand Pavement Road,Road,2017,Svay Rieng,Chantrea,Samraong,"27,861,168","29,650,500",Um Vannak,Not required,200109/17/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=39a7381f-0203-4e1c-ac90-a7fc00a1d6cf,PID__02.12.2020.pdf,2021-01-29T00:00:00
112,112,Gravil Road,Road,2018,Svay Rieng,Chantrea,Samraong,"238,624,701","70,272,000",Heam Sopheap,Not required,200109/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cfa4cdde-08d0-4b6d-b3e6-aa0000a5d8eb,PID__02.12.2020.pdf,2021-01-29T00:00:00
113,113,Mountain Sand Pavement Road,Road,2019,Svay Rieng,Chantrea,Samraong,"238,792,396",Not found,Not found,Not found,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=62ba482d-a499-4934-9774-ac7d00b754bd,PID__02.12.2020.pdf,2021-01-29T00:00:00
114,114,Mountain Sand Pavement Road Repair,Road,2014,Svay Rieng,Chantrea,Tuol Sdei,"135,537,472","87,711,840",Um Vannak,Not required,200110/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ef8c78d8-e58b-4982-9b22-a3320093e937,PID__02.12.2020.pdf,2021-01-29T00:00:00
115,115,Mountain Sand Pavement Road Repair and Culvert,Road,2015,Svay Rieng,Chantrea,Tuol Sdei,"46,668,362","46,090,000",Um Vannak,Not required,200110/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=10f62300-4129-41e7-94bf-a487009bc0b8,PID__02.12.2020.pdf,2021-01-29T00:00:00
116,116,Mountain Sand Pavement Road Repair,Road,2016,Svay Rieng,Chantrea,Tuol Sdei,"46,582,634","55,407,000",SO SOKPHARA,Not required,200110/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5ccef943-33f9-47d4-a67e-a5fc010739e3,PID__02.12.2020.pdf,2021-01-29T00:00:00
117,117,Mountain Sand Pavement Road Repair and Culvert,Road,2017,Svay Rieng,Chantrea,Tuol Sdei,"124,751,394","45,420,416",Nheam Sotheavuth,Not required,200110/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1243d8ea-8756-4b9b-baf2-a7a1009d4e8f,PID__02.12.2020.pdf,2021-01-29T00:00:00
118,118,Mountain Sand Pavement Road,Road,2018,Svay Rieng,Chantrea,Tuol Sdei,"156,356,676","55,530,900",Nheam Sotheavuth,Not required,200110/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a75638f5-cf1a-472a-bbe4-a92600f571c1,PID__02.12.2020.pdf,2021-01-29T00:00:00
119,119,Gravil Road,Road,2019,Svay Rieng,Chantrea,Tuol Sdei,"242,244,800",Not found,Not found,Not found,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=98daf7ac-7028-4106-b26b-ac0800f9b788,PID__02.12.2020.pdf,2021-01-29T00:00:00
120,120,Mountain Sand Pavement Road,Road,2014,Svay Rieng,Romeas Haek,Ampil,"42,850,052","28,572,240",Kong Soeun,Not required,200401/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4da3f6e9-79d6-4908-bcbf-a355009848b5,PID__02.12.2020.pdf,2021-01-29T00:00:00
121,121,Mountain Sand Pavement Road,Road,2015,Svay Rieng,Romeas Haek,Ampil,"85,225,280","62,832,000",Nam Kim,Not required,200401/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a80ef2d5-185c-47cd-b01f-a48900980b5c,PID__02.12.2020.pdf,2021-01-02T00:00:00
122,122,Mountain Sand Pavement Road,Road,2015,Svay Rieng,Romeas Haek,Ampil,"89,912,700","53,044,200",Sok Kunthea,Not required,200401/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=70708cd5-4844-48bb-8ee0-a52a00f54c83,PID__02.12.2020.pdf,2021-01-02T00:00:00
123,123,Mountain Sand Pavement Road,Road,2016,Svay Rieng,Romeas Haek,Ampil,"85,214,700","80,059,859",Sok Kunthea,Not required,200401/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5ceaabdf-5647-40e9-996b-a6710109aea6,PID__02.12.2020.pdf,2021-01-02T00:00:00
124,124,Laterite Pavement Road and Culvert,Road,2017,Svay Rieng,Romeas Haek,Ampil,"141,598,529","62,685,120",Keo Sopheak,Not required,200401/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0a7846d1-c36c-4952-b539-a7ec00fae2f4,PID__02.12.2020.pdf,2021-01-02T00:00:00
125,125,Earth Road Repairing and Culvert,Road,2018,Svay Rieng,Romeas Haek,Ampil,"90,851,600","74,860,000",Chan Dyna,Not required,200401/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6bac69a2-079a-4fd1-9be5-a92800b99f48,PID__02.12.2020.pdf,2021-01-02T00:00:00
126,126,Laterite Pavement Road,Road,2019,Svay Rieng,Romeas Haek,Ampil,"145,657,875","87,210,000",So Chanra,Not required,200401/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0a822394-f957-4d14-a749-ac54009e1fd7,PID__02.12.2020.pdf,2021-01-02T00:00:00
127,127,Mountain Sand Pavement Road,Road,2014,Svay Rieng,Romeas Haek,Andoung Pou,"141,053,022","95,304,000",Sok Kunthea,Not required,200402/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eb03e526-4e3e-4a28-88e3-a2fb00f60459,PID__02.12.2020.pdf,2021-01-02T00:00:00
128,128,Mountain Sand Pavement Roadand Culvert,Road,2015,Svay Rieng,Romeas Haek,Andoung Pou,"123,414,380","72,467,560",Sok Kunthea,Not required,200402/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=79549f10-1937-4300-a45d-a4c200b20233,PID__02.12.2020.pdf,2021-01-02T00:00:00
129,129,Earth Road Repairing,Road,2016,Svay Rieng,Romeas Haek,Andoung Pou,"61,249,749","65,709,600","SOPHY SAMBATH PEANICH Co, Ltd",Not required,200402/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4e1d8b85-fd59-4f32-b43e-a67900faa292,PID__02.12.2020.pdf,2021-01-02T00:00:00
130,130,Mountain Sand Pavement Roadand Culvert,Road,2017,Svay Rieng,Romeas Haek,Andoung Pou,"180,860,500","68,850,000",Keo Sopheak,Not required,200402/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a8c2a309-88e9-496d-957c-a7a500be2191,PID__02.12.2020.pdf,2021-01-02T00:00:00
131,131,Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Andoung Pou,"339,060,050","122,750,000",Chey Sovatny,Not required,200402/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ac68d5d7-5609-4f4f-a332-aabc00a8f1e9,PID__02.12.2020.pdf,2021-01-02T00:00:00
132,132,Canal Rehabilitation,Canal,2019,Svay Rieng,Romeas Haek,Andoung Pou,"213,378,252","141,310,000",Keo Sopheak,Not required,200402/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6e0568c5-8f77-4bce-86ab-ac5400a348a7,PID__02.12.2020.pdf,2021-01-02T00:00:00
133,133,Mountain Sand Pavement Road Repair and Culvert,Road,2014,Svay Rieng,Romeas Haek,Andoung Trabaek,"154,431,376","70,814,520",Nou BunThan,Required and completed,200403/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=85ec3a00-bc4b-44c3-840b-a36801028741,PID__02.12.2020.pdf,2021-01-02T00:00:00
134,134,Earth Road Repair and Laterite Pavement Roadand Culvert,Road,2015,Svay Rieng,Romeas Haek,Andoung Trabaek,"90,892,345","60,885,840",Pa Sokea,Required and completed,200403/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a742440d-0bb0-474d-96ca-a4c200fab3df,PID__02.12.2020.pdf,2021-01-02T00:00:00
135,135,Earth Road Repair and Laterite Pavement Road,Road,2016,Svay Rieng,Romeas Haek,Andoung Trabaek,"38,900,034","76,774,500",Nou BunThan,Required and completed,200403/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1935e555-3085-48a9-af0a-a69e00a647ce,PID__02.12.2020.pdf,2021-01-02T00:00:00
136,136,Laterite Pavement Road,Road,2017,Svay Rieng,Romeas Haek,Andoung Trabaek,"94,655,306","68,157,100",Nou BunThan,Required and completed,200403/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e2f43ec6-2134-4569-91ab-a7d000a17c2d,PID__02.12.2020.pdf,2021-01-02T00:00:00
137,137,Earth Road Repair and Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Andoung Trabaek,"71,906,002","77,290,800",Nou BunThan,Required and completed,200403/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8843a426-ae6b-4107-9da0-a92700adf9ed,PID__02.12.2020.pdf,2021-01-02T00:00:00
138,138,Earth Road Repairing and Culvert,Road,2019,Svay Rieng,Romeas Haek,Andoung Trabaek,"148,363,228",Not found,Not found,Not found,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4431e77e-f07d-4f76-b46c-ac4701103cac,PID__02.12.2020.pdf,2021-01-02T00:00:00
139,139,Mountain Sand Pavement Road,Road,2014,Svay Rieng,Romeas Haek,Angk Prasrae,"87,080,979","62,430,500",Sok Kunthea,Not required,200404/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c16979aa-6feb-44a9-80f9-a3460104f3f8,PID__02.12.2020.pdf,2021-01-02T00:00:00
140,140,Mountain Sand Pavement Road,Road,2015,Svay Rieng,Romeas Haek,Angk Prasrae,"121,024,470","80,171,520",Sok Kunthea,Not required,200404/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=94eae9a8-3167-4fed-838b-a48900b3409a,PID__02.12.2020.pdf,2021-01-02T00:00:00
141,141,Earth Road Repair,Road,2016,Svay Rieng,Romeas Haek,Angk Prasrae,"102,528,138","76,043,000",Sok Kunthea,Not required,200404/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8880e938-8c85-40a0-805b-a60201003ad9,PID__02.12.2020.pdf,2021-01-02T00:00:00
142,142,Earth Road Repairing,Road,2017,Svay Rieng,Romeas Haek,Angk Prasrae,"115,615,350","23,378,400",Im phol,Not required,200404/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e87515ea-7467-4a2a-ada4-a7d000aa4a73,PID__02.12.2020.pdf,2021-01-02T00:00:00
143,143,Earth Road Repair and Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Angk Prasrae,"149,501,101","138,495,600",Sen Van,Not required,200404/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6aebebb1-8157-48bb-92c8-a92700b605ce,PID__02.12.2020.pdf,2021-01-02T00:00:00
144,144,Earth Road Repair and Laterite Pavement Road and culvert,Road,2019,Svay Rieng,Romeas Haek,Angk Prasrae,"246,638,870","114,663,200",Sok Kunthea,Not required,200404/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=17f8bf57-a7a9-4ec4-aaa2-ac4e00af636d,PID__02.12.2020.pdf,2021-01-02T00:00:00
145,145,Mountain Sand Pavement Road,Road,2014,Svay Rieng,Romeas Haek,Chantrei,"112,618,065","84,315,000",Arya,Not required,200405/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c6b5a5db-17bf-449f-9fd9-a2fc009665bb,PID__02.12.2020.pdf,2021-01-02T00:00:00
146,146,Mountain Sand Pavement Road,Road,2015,Svay Rieng,Romeas Haek,Chantrei,"120,640,381","91,388,550",So Savoeun,Not required,200405/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=556339bd-6c07-4b0c-8c33-a4c200f5b206,PID__02.12.2020.pdf,2021-01-02T00:00:00
147,147,Earth Road Repairing and Culvert and Culvert,Road,2016,Svay Rieng,Romeas Haek,Chantrei,"132,028,790","83,600,000",Put Kantha,Not required,200405/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7123afb4-f3c2-42b5-9848-a60200fc17ab,PID__02.12.2020.pdf,2021-01-02T00:00:00
148,148,Earth Road Repair,Road,2017,Svay Rieng,Romeas Haek,Chantrei,"132,028,790","23,590,028",Nou BunThan,Not required,200405/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7123afb4-f3c2-42b5-9848-a60200fc17ab,PID__02.12.2020.pdf,2021-01-02T00:00:00
149,149,Earth Road Repair and Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Chantrei,"232,183,337","158,817,000",Chey Sovatny,Not required,200405/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=db820f06-35ac-44dd-8a4b-a92700b36192,PID__02.12.2020.pdf,2021-01-02T00:00:00
150,150,Laterite Pavement Road,Road,2019,Svay Rieng,Romeas Haek,Chantrei,"145,276,446","133,840,000",Chey Sovatny,Not required,200405/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9cdc7b68-5aa7-4973-8386-ac4e00980b5f,PID__02.12.2020.pdf,2021-01-02T00:00:00
151,151,Mountain Sand Road Repair,Road,2014,Svay Rieng,Romeas Haek,Chrey Thum,"262,993,746","106,863,781",Chey Sovatny,Not required,200406/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=af848744-dfe0-4858-9c7b-a2fc008995fe,PID__02.12.2020.pdf,2021-01-02T00:00:00
152,152,Mountain Sand Pavement Road Repair,Road,2015,Svay Rieng,Romeas Haek,Chrey Thum,"147,191,199","85,056,576",Hak Leakhna,Not required,200406/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8e5d4dba-428d-4c6b-9a2e-a4bf0100ce9e,PID__02.12.2020.pdf,2021-01-02T00:00:00
153,153,Laterite Pavement Road,Road,2016,Svay Rieng,Romeas Haek,Chrey Thum,"129,560,799","89,017,280",Mey Sombath,Not required,200406/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=897d51f2-bf7a-47b3-baa2-a60201020ed0,PID__02.12.2020.pdf,2021-01-02T00:00:00
154,154,Laterite Pavement Road,Road,2017,Svay Rieng,Romeas Haek,Chrey Thum,"175,678,502","81,180,000",Hak Heng,Not required,200406/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=face917b-a80e-44bc-b32b-a7ed009d4ab3,PID__02.12.2020.pdf,2021-01-02T00:00:00
155,155,Earth Road Repair and Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Chrey Thum,"248,736,589","95,187,500",Sen Van,Not required,200406/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=275c75d9-bdf8-4594-bf01-a92800f71c10,PID__02.12.2020.pdf,2021-01-02T00:00:00
156,156,Earth Road Repair and Laterite Pavement Road and culvert,Road,2019,Svay Rieng,Romeas Haek,Chrey Thum,"202,954,813","126,833,600",Mey Sombath,Not required,200406/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e3f8c350-b7ce-49f9-83b7-ac300096e07b,PID__02.12.2020.pdf,2021-01-02T00:00:00
157,157,Mountain Sand Pavement Road,Road,2014,Svay Rieng,Romeas Haek,Doung,"145,565,578","90,532,140",Kong Soeun,Not required,200407/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5a77fee1-5527-4a1e-b124-a35500a6e0c8,PID__02.12.2020.pdf,2021-01-02T00:00:00
158,158,Mountain Sand Pavement Road Repair,Road,2015,Svay Rieng,Romeas Haek,Doung,"65,953,756","42,411,600",Sitha Meanchey,Not required,200407/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=39c5d30a-cbfd-45f6-8992-a4b90101fbff,PID__02.12.2020.pdf,2021-01-02T00:00:00
159,159,Earth Road Repairing and Culvert,Road,2015,Svay Rieng,Romeas Haek,Doung,"61,688,423","64,302,840",Keo Sopheak,Not required,200407/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f8ae9c6d-79d7-40a3-9a22-a4c20111fdda,PID__02.12.2020.pdf,2021-01-02T00:00:00
160,160,Earth Road Repairing and Culvert,Road,2016,Svay Rieng,Romeas Haek,Doung,"161,029,794","98,311,758",Sophy Sambath,Not required,200407/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=06eeaa5b-0960-4eb4-a48e-a60101072d02,PID__02.12.2020.pdf,2021-01-02T00:00:00
161,161,Earth Road Repairing and Culvert,Road,2017,Svay Rieng,Romeas Haek,Doung,"142,376,237","45,210,480",Keo Sopheak,Not required,200407/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=16fb2b9a-0bc4-4653-a555-a7ed00f6ea14,PID__02.12.2020.pdf,2021-01-02T00:00:00
162,162,Earth Road Repair and Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Doung,"281,231,419","114,409,450",Keo Sopheak,Not required,200407/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=92a7014f-20dc-42b4-ae8d-a95000f585cc,PID__02.12.2020.pdf,2021-01-02T00:00:00
163,163,Laterite Pavement Road,Road,2018,Svay Rieng,Romeas Haek,Doung,"304,672,504","105,459,580",Keo Sopheak,Not required,200407/18/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e508ce93-c960-41fe-8d65-a95000f8e636,PID__02.12.2020.pdf,2021-01-02T00:00:00
164,164,Earth Road Repair and Laterite Pavement Road and culvert,Road,2019,Svay Rieng,Romeas Haek,Doung,"359,390,685","139,097,688",Sophy Sambath,Not required,200407/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a52679f8-4fd0-4e55-8b16-ac300103e7c1,PID__02.12.2020.pdf,2021-01-02T00:00:00
165,165,Laterite Pavement Road,Road,2014,Svay Rieng,Romeas Haek,Kampong Trach,"92,741,864","60,801,181",Nam Kim,Not required,200408/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f74a82ae-76ac-4609-a5fb-a35500a047c6,PID__02.12.2020.pdf,2021-01-02T00:00:00
166,166,Earth Road Repair and Culvert,Road,2015,Svay Rieng,Romeas Haek,Kampong Trach,"100,273,239","41,258,592",Reach Yam,Not required,200408/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=015eb2b0-9f43-4b74-9f1a-a48900aa4bf2,PID__02.12.2020.pdf,2021-01-02T00:00:00
167,167,Earth Road Repair and Culvert,Road,2015,Svay Rieng,Romeas Haek,Kampong Trach,"100,273,239","34,680,000",Put Kantha,Not required,200408/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=015eb2b0-9f43-4b74-9f1a-a48900aa4bf2,PID__02.12.2020.pdf,2021-01-02T00:00:00
