_id,id,title,type,year,province,district,commune,project_budget_KHR,project_completion_cost_KHR,awarded_tenderer,environmental_impact,contract_id,view_detail,reference,last_update
1530,1530,Unlined earth canal rehabilitation,Canal,2015,Kampong Cham,Prey Chhor,Sour Saen,"27,062,803","26,851,500",Ket Kimsros,Not required,031310/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7c2e3a94-2c1c-41f1-b3d6-a54000896b4e,PID__02.12.2020.pdf,2021-04-10T00:00:00
1531,1531,Unlined earth canal rehabilitation,Canal,2016,Kampong Cham,Prey Chhor,Sour Saen,"62,997,482","33,511,387",Ket Kimsros,Not required,031310/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=55ec9169-e455-460f-a879-a5e1008d41e5,PID__02.12.2020.pdf,2021-04-10T00:00:00
1532,1532,Unlined earth canal rehabilitation,Canal,2017,Kampong Cham,Prey Chhor,Sour Saen,"47,858,803","62,012,500",Ket Kimsros,Not required,031310/17/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3d2bba8a-a890-48f8-821a-a926008ad95d,PID__02.12.2020.pdf,2021-04-10T00:00:00
1533,1533,Crushed stone road repair,Road,2017,Kampong Cham,Prey Chhor,Sour Saen,"42,848,669","46,306,700",Ket Kimsros,Not required,031310/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5a72d08e-5b2f-452c-abf4-a9260098b71c,PID__02.12.2020.pdf,2021-04-10T00:00:00
1534,1534,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Sour Saen,"64,963,945","76,640,000",Sroung Soeun,Not required,031310/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=56060af5-b3a3-4371-aa85-aa94008b3da9,PID__02.12.2020.pdf,2021-04-10T00:00:00
1535,1535,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Sour Saen,"93,617,487","118,300,000",Ket Kimsros,Not required,031310/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b16ccc45-1c77-4b1d-bd6d-ac360108d90d,PID__02.12.2020.pdf,2021-04-10T00:00:00
1536,1536,Unlined earth drain,Drainage,2014,Kampong Cham,Prey Chhor,Samraong,"69,868,696","74,343,210",Poch Thong,Not required,031311/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e381bd52-056d-47f5-854a-a2df00e30886,PID__02.12.2020.pdf,2021-04-10T00:00:00
1537,1537,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Samraong,"71,517,284","75,245,808",Poch Thong,Not required,031311/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c26d63f1-179f-4da4-b411-a50e008d91a2,PID__02.12.2020.pdf,2021-04-10T00:00:00
1538,1538,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Samraong,"60,608,220","66,641,700",Ket Sokeang,Not required,031311/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c64471af-91b0-4ba2-9b12-a5d100924743,PID__02.12.2020.pdf,2021-04-10T00:00:00
1539,1539,Unlined earth canal rehabilitation,Canal,2017,Kampong Cham,Prey Chhor,Samraong,"70,901,062","85,070,700",Poch Thong,Not required,031311/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7f891978-39ed-415a-9471-a92600b34665,PID__02.12.2020.pdf,2021-04-10T00:00:00
1540,1540,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Samraong,"85,731,681","103,000,932",Sun Vanny,Not required,031311/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=2890489d-ffcf-43eb-905d-aa950091be1a,PID__02.12.2020.pdf,2021-04-10T00:00:00
1541,1541,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Samraong,"107,515,873","110,880,000",Yen Buntheng,Not required,031311/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f1803a90-9579-479a-86ed-ac370095a4a5,PID__02.12.2020.pdf,2021-04-10T00:00:00
1542,1542,Unlined earth drain,Canal,2014,Kampong Cham,Prey Chhor,Sragnae,"79,838,506","83,400,300",Suon Vichet,Not required,031312/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cdc1219a-1f3d-4ee0-9bde-a2df00e6969a,PID__02.12.2020.pdf,2021-04-10T00:00:00
1543,1543,Unlined earth canal rehabilitation,Canal,2015,Kampong Cham,Prey Chhor,Sragnae,"64,064,343","67,407,516",Suon Vichet,Not required,031312/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=11d95c84-ecbf-4809-8e97-a50e00f19978,PID__02.12.2020.pdf,2021-04-10T00:00:00
1544,1544,Unlined earth canal rehabilitation,Canal,2016,Kampong Cham,Prey Chhor,Sragnae,"61,506,622","67,386,221",Ket Kimsros,Not required,031312/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=48f2d020-0da8-48cd-a68b-a5e10091e94e,PID__02.12.2020.pdf,2021-04-10T00:00:00
1545,1545,Unlined earth canal rehabilitation,Canal,2017,Kampong Cham,Prey Chhor,Sragnae,"61,013,987","73,221,720",Ket Kimsros,Not required,031312/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=96ba3cfc-61f2-412b-8b7e-a92600a85879,PID__02.12.2020.pdf,2021-04-10T00:00:00
1546,1546,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Sragnae,"78,592,949","44,000,000",Seak Leanghai,Not required,031312/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e2cb0b46-88ed-451b-ab6b-aa95008974ed,PID__02.12.2020.pdf,2021-04-10T00:00:00
1547,1547,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Sragnae,"87,800,292","126,608,000",Ket Kimsros,Not required,031312/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=77d6cf73-97dc-4bc4-9301-ac37009af680,PID__02.12.2020.pdf,2021-04-10T00:00:00
1548,1548,Earth road repair,Road,2014,Kampong Cham,Prey Chhor,Thma Pun,"65,745,545","70,165,113",Ea Su Leng,Not required,031313/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=73a795ae-b1bb-4a5e-8d32-a2dc0101f9f1,PID__02.12.2020.pdf,2021-08-10T00:00:00
1549,1549,Earth road repair,Road,2015,Kampong Cham,Prey Chhor,Thma Pun,"69,621,731","73,236,000",Mouv Seakpai,Not required,031313/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=2e57b644-31f8-4e45-baff-a52a01149cd6,PID__02.12.2020.pdf,2021-08-10T00:00:00
1550,1550,Earth road repair,Road,2016,Kampong Cham,Prey Chhor,Thma Pun,"62,234,889","60,091,900",C.M.R,Not required,031313/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=18995331-65da-4978-b8bd-a5e100947c87,PID__02.12.2020.pdf,2021-08-10T00:00:00
1551,1551,Earth road repair,Road,2017,Kampong Cham,Prey Chhor,Thma Pun,"59,084,335","75,836,640",Eir Kimleang,Not required,031313/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cb6bb637-f766-46c8-8675-a90c00fa41c9,PID__02.12.2020.pdf,2021-08-10T00:00:00
1552,1552,Earth road repair,Road,2018,Kampong Cham,Prey Chhor,Thma Pun,"87,767,832","104,002,500",Ou leang Hong,Not required,031313/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=64fb9bef-8582-4919-b3cd-aa930114ff2f,PID__02.12.2020.pdf,2021-08-10T00:00:00
1553,1553,Earth road repair with pipe culverts,Drainage,2019,Kampong Cham,Prey Chhor,Thma Pun,"86,788,455","113,663,000",Ou leang Hong,Not required,031313/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6e23576e-73ad-42e5-ab55-ac3700a063fc,PID__02.12.2020.pdf,2021-08-10T00:00:00
1554,1554,Laterite road repair,Road,2014,Kampong Cham,Prey Chhor,Tong Rong,"65,749,302","69,300,000",Or Sophan,Not required,031314/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b35efffd-353e-4b18-9123-a2dc010a5c74,PID__02.12.2020.pdf,2021-08-10T00:00:00
1555,1555,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Tong Rong,"61,596,131","64,561,920",Or Sophan,Not required,031314/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=892060ed-fe60-496f-9002-a51000a76f0b,PID__02.12.2020.pdf,2021-08-10T00:00:00
1556,1556,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Tong Rong,"66,755,229","65,673,720",Or Sophan,Not required,031314/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1ce50777-8205-4b4f-b573-a6190087e2fb,PID__02.12.2020.pdf,2021-08-10T00:00:00
1557,1557,Laterite road repair,Road,2017,Kampong Cham,Prey Chhor,Tong Rong,"56,191,552","67,009,800",Or Sophan,Not required,031314/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=97804a4a-6746-40ae-b95b-a90c00f21b59,PID__02.12.2020.pdf,2021-08-10T00:00:00
1558,1558,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Tong Rong,"72,279,793","74,982,100",Yen Buntheng,Not required,031314/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=37c239ee-c9f2-46f1-9e90-aa94008588b9,PID__02.12.2020.pdf,2021-08-10T00:00:00
1559,1559,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Tong Rong,"91,368,012","107,758,000",Kem Sophal,Not required,031314/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d917ef59-322e-48dd-9468-ac3700a1b03b,PID__02.12.2020.pdf,2021-08-10T00:00:00
1560,1560,Earth road repair,Road,2014,Kampong Cham,Prey Chhor,Trapeang Preah,"80,675,942","80,675,942",C.M.R,Not required,031315/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=50b35b62-005e-4e68-820c-a2dc0106cd39,PID__02.12.2020.pdf,2021-08-10T00:00:00
1561,1561,Concrete spillway construction,Road,2014,Kampong Cham,Prey Chhor,Trapeang Preah,"34,987,942","34,987,942",?Chan Tak Construction,Not required,031315/14/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d1a177c4-79e3-4177-bfd7-a43500ba53ba,PID__02.12.2020.pdf,2021-08-10T00:00:00
1562,1562,Earth road construction,Road,2015,Kampong Cham,Prey Chhor,Trapeang Preah,"108,325,044","108,325,044",Yen Sinoun,Not required,031315/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=05be4709-7c8c-494f-a9c8-a50e00ed8a0d,PID__02.12.2020.pdf,2021-08-10T00:00:00
1563,1563,Earth road repair,Road,2016,Kampong Cham,Prey Chhor,Trapeang Preah,"73,584,011","73,584,011",Ket Sokeang,Not required,031315/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d3d2f77f-1dfd-4f53-bbc2-a5d1009a4b9c,PID__02.12.2020.pdf,2021-08-10T00:00:00
1564,1564,Earth road repair,Road,2017,Kampong Cham,Prey Chhor,Trapeang Preah,"108,795,447","108,795,447",C.M.R,Not required,031315/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4c5bafe7-74dd-441d-8c02-a90b01019e93,PID__02.12.2020.pdf,2021-08-10T00:00:00
1565,1565,Earth road repair,Road,2018,Kampong Cham,Prey Chhor,Trapeang Preah,"110,397,877","110,397,877",Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0d66b1cd-cb1c-4ae2-bdb6-aaaf009c6ea8,PID__02.12.2020.pdf,2021-08-10T00:00:00
1566,1566,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Trapeang Preah,"140,619,999","140,619,999",Yen Buntheng,Not required,031315/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=25c88bcf-2b8b-4150-9952-ac3700a60e5e,PID__02.12.2020.pdf,2021-08-10T00:00:00
1567,1567,Earth road repair,Road,2014,Kampong Cham,Srei Santhor,Baray,"66,078,231","74,342,700",Tho Chheang Hout,Not required,031401/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4c5b78f3-9d3e-4250-a8b0-a2d701066907,PID__02.12.2020.pdf,2021-11-10T00:00:00
1568,1568,Earth road repair,Road,2015,Kampong Cham,Srei Santhor,Baray,"65,827,704","74,009,160",Tho Chheang Hout,Not required,031401/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c8223a29-5fe2-42d5-99f6-a49f00924a4a,PID__02.12.2020.pdf,2021-11-10T00:00:00
1569,1569,Crushed stone road repair,Road,2016,Kampong Cham,Srei Santhor,Baray,"60,116,458","77,112,000",Tho Chheang Hout,Not required,031401/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1ade3fa2-ed11-4c0f-a192-a6130097bd40,PID__02.12.2020.pdf,2021-11-10T00:00:00
1570,1570,Pipe drainage construction,Drainage,2017,Kampong Cham,Srei Santhor,Baray,"74,136,800","85,800,000",Kao Sampha,Not required,031401/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a72633aa-84e3-4ae5-b914-a91900a1c0b9,PID__02.12.2020.pdf,2021-11-10T00:00:00
1571,1571,Pipe drainage construction,Drainage,2018,Kampong Cham,Srei Santhor,Baray,"784,479,209","104,533,000",Not found,Not required,031401/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8ff6cae9-7afb-4f14-94db-aac40091ec9a,PID__02.12.2020.pdf,2021-11-10T00:00:00
1572,1572,Steel-reinforced concrete road,Road,2019,Kampong Cham,Srei Santhor,Baray,"81,161,042","66,960,000",Kao Sampha,Not required,031401/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c18aaeb4-d33d-43f3-befd-ac1300f2dbfb,PID__02.12.2020.pdf,2021-11-10T00:00:00
1573,1573,Pipe drainage construction,Drainage,2019,Kampong Cham,Srei Santhor,Baray,"33,548,207","28,600,000",Kao Sampha,Not required,031401/19/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d5dccdec-d62c-40f8-89af-ac1300f57368,PID__02.12.2020.pdf,2021-11-10T00:00:00
1574,1574,Unlined earth drain,Drainage,2014,Kampong Cham,Srei Santhor,Chi Bal,"45,405,690","50,351,875",Sean Nina,Not required,031402/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=21f7acbf-9c4e-45a3-9dab-a33800e34d03,PID__02.12.2020.pdf,2021-12-10T00:00:00
1575,1575,Unlined earth canal rehabilitation,Canal,2015,Kampong Cham,Srei Santhor,Chi Bal,"48,546,060","53,703,000",Sun Borin,Not required,031402/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=346016df-94e7-43d0-b508-a4b800884f5b,PID__02.12.2020.pdf,2021-12-10T00:00:00
1576,1576,Crushed stone road repair,Road,2016,Kampong Cham,Srei Santhor,Chi Bal,"43,144,723","50,949,294",Kry ya,Not required,031402/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=fb89206e-70ac-45a9-81af-a5db0089b3a1,PID__02.12.2020.pdf,2021-12-10T00:00:00
1577,1577,Crushed stone road repair,Road,2017,Kampong Cham,Srei Santhor,Chi Bal,"48,875,047","52,965,000",Man Mengheng,Not required,031402/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=803b1679-f71d-4647-9921-a919009eddd2,PID__02.12.2020.pdf,2021-12-10T00:00:00
1578,1578,Crushed stone road repair,Road,2018,Kampong Cham,Srei Santhor,Chi Bal,"66,601,140","87,500,000",Man Mengheng,Not required,031402/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=98085e4d-5c35-4862-b500-aac400e89ea7,PID__02.12.2020.pdf,2021-12-10T00:00:00
1579,1579,Crushed stone road repair,Road,2019,Kampong Cham,Srei Santhor,Chi Bal,"68,356,023","75,900,000",Man Mengheng,Not required,031402/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b950a7b9-cef9-43f1-b229-ac1300a4779b,PID__02.12.2020.pdf,2021-12-10T00:00:00
1580,1580,Earth road repair,Road,2014,Kampong Cham,Srei Santhor,Khnar Sa,"52,526,522",Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5ddca2d2-db8d-4e30-84ba-a33d00fab0d4,PID__02.12.2020.pdf,2021-10-14T00:00:00
1581,1581,Crushed stone road repair,Road,2015,Kampong Cham,Srei Santhor,Khnar Sa,"47,908,823","51,688,780",Nou BunThan,Not required,031403/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b59ec68a-5a2f-42c6-9912-a49e01056156,PID__02.12.2020.pdf,2021-10-14T00:00:00
1582,1582,Crushed stone road repair,Road,2016,Kampong Cham,Srei Santhor,Khnar Sa,"43,537,746","58,190,000",Kao Bunnak,Not required,031403/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0ec02f87-fddb-49e6-89fd-a6550098a743,PID__02.12.2020.pdf,2021-10-14T00:00:00
1583,1583,Crushed stone road repair,Road,2017,Kampong Cham,Srei Santhor,Khnar Sa,"41,291,443","73,398,600",Man Mengheng,Not required,031403/17/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=26d947cc-1340-4959-a7af-a918011206ce,PID__02.12.2020.pdf,2021-10-14T00:00:00
1584,1584,Crushed stone road repair,Road,2017,Kampong Cham,Srei Santhor,Khnar Sa,"82,803,242","15,950,000",Man Mengheng,Not required,031403/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5173951a-2e0d-4965-8389-a9190098d3f4,PID__02.12.2020.pdf,2021-10-14T00:00:00
1585,1585,Crushed stone road repair,Road,2018,Kampong Cham,Srei Santhor,Khnar Sa,"42,668,703","71,616,341",Vain Sopheap,Not required,031403/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b2b371aa-8cb5-4b6a-a32c-aac400ed9237,PID__02.12.2020.pdf,2021-10-14T00:00:00
1586,1586,Steel-reinforced concrete road,Road,2019,Kampong Cham,Srei Santhor,Khnar Sa,"73,565,407","73,693,200",Man Mengheng,Not required,031403/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8cbbbfb7-1bde-46ad-8eb6-ac1301039e2f,PID__02.12.2020.pdf,2021-10-14T00:00:00
1587,1587,Crushed stone road upgrade,Road,2014,Kampong Cham,Srei Santhor,Kaoh Andaet,"65,132,905","72,163,575",Phirum Rachnan,Not required,031404/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=64587a3f-c7ed-4fd0-8548-a2d7010b12e3,PID__02.12.2020.pdf,2021-10-14T00:00:00
1588,1588,Crushed stone road repair,Road,2015,Kampong Cham,Srei Santhor,Kaoh Andaet,"61,692,687","68,975,970",Chheang Dina,Not required,031404/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=29059fd9-5861-4831-abaf-a49e00f68bc3,PID__02.12.2020.pdf,2021-10-14T00:00:00
1589,1589,Crushed stone road repair,Road,2016,Kampong Cham,Srei Santhor,Kaoh Andaet,"46,851,343","54,615,000",Kao Bunnak,Not required,031404/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d37bac51-e43c-4ead-acda-a5c5010ebe91,PID__02.12.2020.pdf,2021-10-14T00:00:00
1590,1590,Crushed stone road repair,Road,2017,Kampong Cham,Srei Santhor,Kaoh Andaet,"64,549,320","76,824,000",Kao Bunnak,Not required,031404/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6b11aed0-67df-453d-9e09-a918010d0a13,PID__02.12.2020.pdf,2021-10-14T00:00:00
1591,1591,Laterite road repair,Road,2018,Kampong Cham,Srei Santhor,Kaoh Andaet,"51,928,731","70,560,000",Kao Bunnak,Not required,031404/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=79649d2d-a423-45ff-b159-aac400f1b4ac,PID__02.12.2020.pdf,2021-10-14T00:00:00
1592,1592,Steel-reinforced concrete road,Road,2019,Kampong Cham,Srei Santhor,Kaoh Andaet,"75,930,964","75,905,000",Kao Bunnak,Not required,031404/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e6f979af-cac6-47a2-83f6-ac13010c4c37,PID__02.12.2020.pdf,2021-10-14T00:00:00
1593,1593,Crushed stone road upgrade,Road,2014,Kampong Cham,Srei Santhor,Mean Chey,"77,382,683","83,160,000",You Veng Sry,Not required,031405/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1eeff026-7c81-4eb3-a5d4-a33d00fd9d98,PID__02.12.2020.pdf,2021-10-18T00:00:00
1594,1594,Crushed stone road repair,Road,2015,Kampong Cham,Srei Santhor,Mean Chey,"79,801,268","85,420,500",You Veng Sry,Not required,031405/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=159705ee-6ca8-4dd8-b3a4-a4ad00858a2c,PID__02.12.2020.pdf,2021-10-18T00:00:00
1595,1595,Crushed stone road repair,Road,2016,Kampong Cham,Srei Santhor,Mean Chey,"66,617,665","80,284,285",Vain Sopheap,Not required,031405/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e0f029f8-71ba-4717-b2ba-a5db008b9f29,PID__02.12.2020.pdf,2021-10-18T00:00:00
1596,1596,Crushed stone road repair,Road,2017,Kampong Cham,Srei Santhor,Mean Chey,"66,806,873","87,930,700",Kry ya,Not required,031405/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6dd4bd03-3875-4cd8-84d7-a9180107c99d,PID__02.12.2020.pdf,2021-10-18T00:00:00
1597,1597,Laterite road repair,Road,2018,Kampong Cham,Srei Santhor,Mean Chey,"61,654,309","80,850,000",You Veng Sry,Not required,031405/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=68d91aa2-f7db-4af5-8ac7-aac400fd333d,PID__02.12.2020.pdf,2021-10-18T00:00:00
1598,1598,Steel-reinforced concrete road,Road,2019,Kampong Cham,Srei Santhor,Mean Chey,"74,909,602","74,830,000",Man Mengheng,Not required,031405/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7d3aa8af-909c-4de9-8870-ac13010f295c,PID__02.12.2020.pdf,2021-10-18T00:00:00
1599,1599,Unlined earth canal rehabilitation,Canal,2014,Kampong Cham,Srei Santhor,Phteah Kandal,"108,949,345","42,636,000",Kao Bunnak,Not required,031406/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8c56689e-50b7-468b-8641-a33800a20160,PID__02.12.2020.pdf,2021-10-18T00:00:00
1600,1600,Unlined earth canal rehabilitation,Canal,2015,Kampong Cham,Srei Santhor,Phteah Kandal,"44,667,260",Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6704e7ac-20a6-4c73-be29-a37100a56853,PID__02.12.2020.pdf,2021-10-18T00:00:00
1601,1601,Earth road repair,Road,2015,Kampong Cham,Srei Santhor,Phteah Kandal,"48,388,398","47,875,230",Kao Bunnak,Not required,031406/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=30c34250-27c1-4d94-b4fd-a53d0086c22b,PID__02.12.2020.pdf,2021-10-18T00:00:00
1602,1602,Water gate construction,Water gate,2016,Kampong Cham,Srei Santhor,Phteah Kandal,"65,360,570","40,700,000",City Reach Construction,Not required,031406/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=adcb442b-d6ee-4853-bee4-a6ac00f87e57,PID__02.12.2020.pdf,2021-10-18T00:00:00
1603,1603,Crushed stone road repair,Road,2017,Kampong Cham,Srei Santhor,Phteah Kandal,"54,803,266","85,412,250",Nou BunThan,Not required,031406/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b610425a-cfaa-43d1-b50d-a918010138dd,PID__02.12.2020.pdf,2021-10-18T00:00:00
1604,1604,Crushed stone road,Road,2018,Kampong Cham,Srei Santhor,Phteah Kandal,"55,124,372","97,500,000",Man Mengheng,Not required,031406/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ce04c684-db9c-4304-b500-aac400f8c910,PID__02.12.2020.pdf,2021-10-18T00:00:00
1605,1605,Steel-reinforced concrete road,Road,2019,Kampong Cham,Srei Santhor,Phteah Kandal,"90,238,354","90,196,800",Kao Bunnak,Not required,031406/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=23a414a8-3209-4248-8645-ac1301152bc7,PID__02.12.2020.pdf,2021-10-18T00:00:00
1606,1606,Crushed stone road upgrade,Road,2014,Kampong Cham,Srei Santhor,Pram Yam,"54,416,644","63,352,965",Kao Bunne,Required and completed,031407/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=95c24b1d-3066-4ffd-a57d-a34600ab22c1,PID__02.12.2020.pdf,2021-10-20T00:00:00
